
API_COUNTY|API_NUMBER|SUFFIX|WELL_NAME                     |WELL_NO|  OPER_NO|OPER_SUFFIX|OPERATOR                                |ME|  SECTION|TWP|RAN|Q4|Q3|Q2|Q1| LATITUDE|LONGITUDE|OTC_COUNTY|OTC_LEASE_NO|OTC_SUB_NO|OTC_MERGE|  POOL_NO|CODE    |FORMATION                               |OFB|ALLOWABLE_CLASS|ALLOWABLE_TYPE| PURCH_NO|PURCHASER                               |PURCH_SUFFIX|OFB|     YEAR|      JAN|      OIL|      GAS|      FEB|      OIL|      GAS|      MAR|      OIL|      GAS|      APR|      OIL|      GAS|      MAY|      OIL|      GAS|      JUN|      OIL|      GAS|      JUL|      OIL|      GAS|      AUG|      OIL|      GAS|      SEP|      OIL|      GAS|      OCT|      OIL|      GAS|      NOV|      OIL|      GAS|      DEC|      OIL|      GAS     
       139|       683|      |STONEBRAKER 'AA'              | 0     |     9012|          0|OXY USA INC                             |CM|       10|02N|12E|  |  |  |UN|36.653385|-101.7535|       139|       13984|         0|        0|      182|459PRMN |PERMIAN             /LM/                |N  |GH             |I             |     1578|INTERNORTH INC.                         |           0|N  |     1987|        1|         |         |        2|         |         |        3|         |         |        4|         |         |        5|         |       27|        6|         |       30|        7|         |     1075|        8|         |     3475|        9|         |     3750|       10|         |     4401|       11|         |     2667|       12|         |     3973     
       139|       689|      |STONEBRAKER 'AH'              | 0     |     9012|          0|OXY USA INC                             |CM|       17|02N|12E|  |  |  |UN|36.638802|-101.7895|       139|       13990|         0|        0|      182|459PRMN |PERMIAN             /LM/                |N  |GH             |I             |     1578|INTERNORTH INC.                         |           0|N  |     1987|        1|         |         |        2|         |         |        3|         |         |        4|         |         |        5|         |      491|        6|         |      545|        7|         |       39|        8|         |       42|        9|         |       42|       10|         |       28|       11|         |       65|       12|         |       35     
       139|       690|      |STONEBRAKER 'AK'              | 0     |     9012|          0|OXY USA INC                             |CM|       21|02N|12E|  |  |  |UN|36.624343|-101.7715|       139|       13991|         0|        0|      182|459PRMN |PERMIAN             /LM/                |N  |GH             |I             |     1578|INTERNORTH INC.                         |           0|N  |     1987|        1|         |         |        2|         |         |        3|         |         |        4|         |         |        5|         |       17|        6|         |       18|        7|         |      708|        8|         |       15|        9|         |      919|       10|         |     2081|       11|         |     1841|       12|         |     2383     
       139|       694|      |HERMIT                        | 0     |     1701|          2|CONOCOPHILLIPS CO                       |CM|       29|02N|12E|  |  |  |UN|36.609799|-101.7895|       139|       17521|         0|        0|      182|459PRMN |PERMIAN             /LM/                |N  |GH             |I             |    15094|PHILLIPS 66 NAT GAS CO                  |           3|N  |     1987|        1|         |         |        2|         |         |        3|         |         |        4|         |         |        5|         |      884|        6|         |     1081|        7|         |     1130|        8|         |      845|        9|         |     1120|       10|         |     1053|       11|         |     1031|       12|         |     1029     
       139|       695|      |BAUGH                         | 0     |     1701|          2|CONOCOPHILLIPS CO                       |CM|       28|02N|12E|  |  |  |UN|36.609842|-101.7715|       139|       17541|         0|        0|      182|459PRMN |PERMIAN             /LM/                |N  |GH             |I             |    15094|PHILLIPS 66 NAT GAS CO                  |           3|N  |     1987|        1|         |         |        2|         |         |        3|         |         |        4|         |         |        5|         |     1702|        6|         |     1395|        7|         |     1377|        8|         |     1143|        9|         |     1523|       10|         |     1500|       11|         |     1340|       12|         |     1401     
       139|       696|      |ORVILLE                       | 0     |     1701|          2|CONOCOPHILLIPS CO                       |CM|       30|02N|12E|  |  |  |UN|36.609754|-101.8076|       139|       14833|         0|        0|      182|459PRMN |PERMIAN             /LM/                |N  |GH             |I             |    15094|PHILLIPS 66 NAT GAS CO                  |           3|N  |     1987|        1|         |         |        2|         |         |        3|         |         |        4|         |         |        5|         |     2654|        6|         |     2266|        7|         |     2317|        8|         |     1727|        9|         |     2339|       10|         |     2324|       11|         |     2220|       12|         |     2179     
       139|       697|      |BAUGH A                       | 1     |     1701|          2|CONOCOPHILLIPS CO                       |CM|       33|02N|12E|  |NW|NW|SE|36.594434|-101.7704|       139|       17542|         0|        0|         |000UNKN |UNKNOWN FORMATION                       |Y  |               |              |    15094|PHILLIPS 66 NAT GAS CO                  |           3|N  |     1987|        1|         |         |        2|         |         |        3|         |         |        4|         |         |        5|         |      792|        6|         |      646|        7|         |      650|        8|         |      465|        9|         |      609|       10|         |      599|       11|         |      584|       12|         |      574     
       139|       699|      |ROWAN A                       | 1     |     1701|          2|CONOCOPHILLIPS CO                       |CM|       35|02N|12E|  |NW|NW|SE| 36.59451|-101.7344|       139|       17556|         0|        0|         |000UNKN |UNKNOWN FORMATION                       |Y  |               |              |    15094|PHILLIPS 66 NAT GAS CO                  |           3|N  |     1987|        1|         |         |        2|         |         |        3|         |         |        4|         |         |        5|         |      239|        6|         |      189|        7|         |      212|        8|         |      163|        9|         |      261|       10|         |      300|       11|         |      275|       12|         |      280     
       139|       706|      |STONEBRAKER 'R'               | 0     |     9012|          0|OXY USA INC                             |CM|        7|02N|13E|  |  |  |UN|36.653488|-101.6994|       139|       13976|         0|        0|      182|459PRMN |PERMIAN             /LM/                |N  |GH             |I             |     1578|INTERNORTH INC.                         |           0|N  |     1987|        1|         |         |        2|         |         |        3|         |         |        4|         |         |        5|         |      785|        6|         |      785|        7|         |      777|        8|         |      809|        9|         |      763|       10|         |      764|       11|         |      469|       12|         |      481     
       139|       707|      |ST OF OKLA                    | 1     |    21003|          0|XTO ENERGY INC                          |CM|        8|02N|13E|  |  |  |UN|36.653516|-101.6814|       139|       21419|         0|        0|      182|459PRMN |PERMIAN             /LM/                |N  |GH             |I             |    15094|PHILLIPS 66 NAT GAS CO                  |           3|N  |     1987|        1|         |         |        2|         |         |        3|         |         |        4|         |         |        5|         |     3789|        6|         |     4459|        7|         |     2876|        8|         |     1379|        9|         |     4334|       10|         |     6115|       11|         |     6078|       12|         |     4978     
       139|       708|      |TAGGART A                     | 1     |     9012|          0|OXY USA INC                             |CM|        9|02N|13E|  |  |  |UN|36.653542|-101.6634|       139|       14006|         0|        0|      182|459PRMN |PERMIAN             /LM/                |N  |GH             |I             |     1578|INTERNORTH INC.                         |           0|N  |     1987|        1|         |         |        2|         |         |        3|         |         |        4|         |         |        5|         |      380|        6|         |       66|        7|         |     1878|        8|         |     1303|        9|         |     1345|       10|         |     1106|       11|         |      136|       12|         |      945     
       139|       709|      |STONEBRAKER 'O'               | 1     |    21406|          0|LONE STAR RESOURCES COMPANY             |CM|       11|02N|13E|  |SW|SW|NE|36.654492|-101.6262|       139|       13974|         0|        0|      182|459PRMN |PERMIAN             /LM/                |N  |GH             |I             |     1578|INTERNORTH INC.                         |           0|N  |     1987|        1|         |         |        2|         |         |        3|         |         |        4|         |         |        5|         |      492|        6|         |      574|        7|         |      579|        8|         |      628|        9|         |      570|       10|         |      575|       11|         |      498|       12|         |      432     
       139|       710|      |STONEBRAKER 'N'               | 0     |     9012|          0|OXY USA INC                             |CM|       10|02N|13E|  |  |  |UN|36.653565|-101.6454|       139|       13973|         0|        0|      182|459PRMN |PERMIAN             /LM/                |N  |GH             |I             |     1578|INTERNORTH INC.                         |           0|N  |     1987|        1|         |         |        2|         |         |        3|         |         |        4|         |         |        5|         |      463|        6|         |      474|        7|         |      464|        8|         |      474|        9|         |      440|       10|         |      470|       11|         |      433|       12|         |      458     
       139|       711|      |FERNBACK                      | 1     |      482|          0|CONOCO INC                              |CM|       12|02N|13E|  |  |  |UN|36.653603|-101.6093|       139|       20119|         0|        0|         |000UNKN |UNKNOWN FORMATION                       |Y  |               |              |      413|SOUTHERN STAR CENTRAL GAS PIPELINE INC. |           0|N  |     1987|        1|         |         |        2|         |         |        3|         |         |        4|         |         |        5|         |      129|        6|         |      587|        7|         |       94|        8|         |      231|        9|         |      453|       10|         |      232|       11|         |      358|       12|         |      429     
       139|       712|      |HARRYMAN, C.A.                | 1     |     1701|          0|CONOCOPHILLIPS CO                       |CM|       13|02N|13E|  |NE|NE|SW|36.638195|-101.6104|       139|       20129|         0|        0|      182|459PRMN |PERMIAN             /LM/                |N  |GH             |I             |      413|SOUTHERN STAR CENTRAL GAS PIPELINE INC. |           0|N  |     1987|        1|         |         |        2|         |         |        3|         |         |        4|         |         |        5|         |     6678|        6|         |     6987|        7|         |     4975|        8|         |      592|        9|         |      970|       10|         |     1033|       11|         |     1095|       12|         |     1627     
       139|       714|      |SHARP GAS UNIT                | 1     |    21003|          0|XTO ENERGY INC                          |CM|       15|02N|13E|  |SW|SW|NE| 36.63997|-101.6442|       139|       23760|         0|        0|      182|459PRMN |PERMIAN             /LM/                |N  |GH             |I             |    15094|PHILLIPS 66 NAT GAS CO                  |           3|N  |     1987|        1|         |         |        2|         |         |        3|         |         |        4|         |         |        5|         |      265|        6|         |     1625|        7|         |      148|        8|         |      114|        9|         |       81|       10|         |       75|       11|         |       83|       12|         |      898     
       139|       715|      |MCDANIELS                     | 1     |     1701|          0|CONOCOPHILLIPS CO                       |CM|       17|02N|13E|  |  |  |UN|36.639015|-101.6814|       139|       10788|         0|        0|      182|459PRMN |PERMIAN             /LM/                |N  |GH             |I             |    15094|PHILLIPS 66 NAT GAS CO                  |           3|N  |     1987|        1|         |         |        2|         |         |        3|         |         |        4|         |         |        5|         |     1298|        6|         |     1222|        7|         |     1271|        8|         |     1060|        9|         |     1292|       10|         |     1281|       11|         |     1258|       12|         |     1333     
       139|       717|      |SCHWARTZ                      | 1     |     1701|          0|CONOCOPHILLIPS CO                       |CM|       20|02N|13E|  |  |  |UN|36.624513|-101.6814|       139|       10794|         0|        0|      182|459PRMN |PERMIAN             /LM/                |N  |GH             |I             |    15094|PHILLIPS 66 NAT GAS CO                  |           3|N  |     1987|        1|         |         |        2|         |         |        3|         |         |        4|         |         |        5|         |     1583|        6|         |     1485|        7|         |     1555|        8|         |     1374|        9|         |     1719|       10|         |     1619|       11|         |     1540|       12|         |     1606     
       139|       718|      |TAGGART                       | 1     |     1701|          0|CONOCOPHILLIPS CO                       |CM|       22|02N|13E|  |  |  |NE|36.628188|-101.6409|       139|       12078|         0|        0|         |000UNKN |UNKNOWN FORMATION                       |Y  |               |              |    15094|PHILLIPS 66 NAT GAS CO                  |           3|N  |     1987|        1|         |         |        2|         |         |        3|         |         |        4|         |         |        5|         |      928|        6|         |      881|        7|         |      840|        8|         |      607|        9|         |      927|       10|         |      944|       11|         |      917|       12|         |      946     
       139|       719|      |GRACE "AA"                    | 1     |     1701|          0|CONOCOPHILLIPS CO                       |CM|       21|02N|13E|  |SW|SW|NE|36.625446|-101.6623|       139|       12070|         0|        0|      182|459PRMN |PERMIAN             /LM/                |N  |GH             |I             |    15094|PHILLIPS 66 NAT GAS CO                  |           3|N  |     1987|        1|         |         |        2|         |         |        3|         |         |        4|         |         |        5|         |     1305|        6|         |      169|        7|         |      188|        8|         |      132|        9|         |      136|       10|         |       67|       11|         |       67|       12|         |      904     
       139|       720|      |STATLER GAS UNIT              | 1     |    21003|          0|XTO ENERGY INC                          |CM|       23|02N|13E|  |SW|SW|NE|36.625489|-101.6262|       139|       23766|         0|        0|      182|459PRMN |PERMIAN             /LM/                |N  |GH             |I             |    15094|PHILLIPS 66 NAT GAS CO                  |           3|N  |     1987|        1|         |         |        2|         |         |        3|         |         |        4|         |         |        5|         |      164|        6|         |      163|        7|         |      175|        8|         |       30|        9|         |       29|       10|         |       28|       11|         |       27|       12|         |       29     
       139|       721|      |CAMP, A.M.                    | 1-B   |     1701|          0|CONOCOPHILLIPS CO                       |CM|       25|02N|13E|  |SW|SW|NE|36.611005|-101.6082|       139|       20105|         0|        0|      182|459PRMN |PERMIAN             /LM/                |N  |GH             |I             |      413|SOUTHERN STAR CENTRAL GAS PIPELINE INC. |           0|N  |     1987|        1|         |         |        2|         |         |        3|         |         |        4|         |         |        5|         |    11597|        6|         |    11806|        7|         |    10927|        8|         |     5551|        9|         |     2116|       10|         |     5530|       11|         |     6301|       12|         |    11764     
       139|       722|      |A. W. FANNING                 | 1     |     1701|          0|CONOCOPHILLIPS CO                       |CM|       24|02N|13E|  |NE|NE|SW|36.623694|-101.6104|       139|       20118|         0|        0|      182|459PRMN |PERMIAN             /LM/                |N  |GH             |I             |      413|SOUTHERN STAR CENTRAL GAS PIPELINE INC. |           0|N  |     1987|        1|         |         |        2|         |         |        3|         |         |        4|         |         |        5|         |      343|        6|         |     1470|        7|         |     2173|        8|         |      383|        9|         |      869|       10|         |      671|       11|         |     1009|       12|         |     1088     
       139|       723|      |HALL R.D. "B"                 | 1     |     1701|          0|CONOCOPHILLIPS CO                       |CM|       26|02N|13E|  |SW|SW|NE|36.610988|-101.6262|       139|       20125|         0|        0|      182|459PRMN |PERMIAN             /LM/                |N  |GH             |I             |      413|SOUTHERN STAR CENTRAL GAS PIPELINE INC. |           0|N  |     1987|        1|         |         |        2|         |         |        3|         |         |        4|         |         |        5|         |      876|        6|         |      236|        7|         |      106|        8|         |       41|        9|         |      299|       10|         |      241|       11|         |      423|       12|         |      404     
       139|       724|      |MCCELLAND                     | 1     |     1701|          0|CONOCOPHILLIPS CO                       |CM|       27|02N|13E|  |  |  |UN|36.610061|-101.6454|       139|       10787|         0|        0|      182|459PRMN |PERMIAN             /LM/                |N  |GH             |I             |    15094|PHILLIPS 66 NAT GAS CO                  |           3|N  |     1987|        1|         |         |        2|         |         |        3|         |         |        4|         |         |        5|         |      158|        6|         |      163|        7|         |      157|        8|         |       43|        9|         |       29|       10|         |       33|       11|         |       35|       12|         |       28     
       139|       725|      |HAMILTON E                    | 1     |     1701|          0|CONOCOPHILLIPS CO                       |CM|       28|02N|13E|  |  |  |UN|36.610038|-101.6634|       139|       12071|         0|        0|         |000UNKN |UNKNOWN FORMATION                       |Y  |               |              |    15094|PHILLIPS 66 NAT GAS CO                  |           3|N  |     1987|        1|         |         |        2|         |         |        3|         |         |        4|         |         |        5|         |     1156|        6|         |     1082|        7|         |     1142|        8|         |      799|        9|         |     1279|       10|         |     1184|       11|         |     1123|       12|         |     1141     
       139|       727|      |ROWAN                         | 1     |     5366|          0|GROSS JACK L. PRODUCTION                |CM|       31|02N|13E|  |NW|NW|SE|36.594575|-101.6983|       139|        3632|         0|        0|      182|459PRMN |PERMIAN             /LM/                |N  |GH             |I             |    15094|PHILLIPS 66 NAT GAS CO                  |           3|N  |     1987|        1|         |         |        2|         |         |        3|         |         |        4|         |         |        5|         |     1738|        6|         |     1519|        7|         |     1562|        8|         |     1179|        9|         |     1555|       10|         |     1570|       11|         |     1489|       12|         |     1293     
       139|       729|      |ANDERSON GAS UNIT             | C-1   |    21003|          0|XTO ENERGY INC                          |CM|       32|02N|13E|  |SW|SW|NE|36.596417|-101.6803|       139|       23726|         0|        0|      182|459PRMN |PERMIAN             /LM/                |N  |GH             |I             |    15094|PHILLIPS 66 NAT GAS CO                  |           3|N  |     1987|        1|         |         |        2|         |         |        3|         |         |        4|         |         |        5|         |      207|        6|         |      193|        7|         |      191|        8|         |      160|        9|         |      205|       10|         |      197|       11|         |      179|       12|         |      202     
       139|       730|      |LAVAKE GAS UNIT               | 1     |    21003|          0|XTO ENERGY INC                          |CM|       34|02N|13E|  |SW|SW|NE|36.596466|-101.6442|       139|       23754|         0|        0|      182|459PRMN |PERMIAN             /LM/                |N  |GH             |I             |    15094|PHILLIPS 66 NAT GAS CO                  |           3|N  |     1987|        1|         |         |        2|         |         |        3|         |         |        4|         |         |        5|         |     2058|        6|         |       66|        7|         |       70|        8|         |         |        9|         |         |       10|         |         |       11|         |       72|       12|         |       65     
       139|       731|      |BECKER                        | 1     |     1701|          0|CONOCOPHILLIPS CO                       |CM|       33|02N|13E|  |  |  |UN|36.595536|-101.6634|       139|       12067|         0|        0|      182|459PRMN |PERMIAN             /LM/                |N  |GH             |I             |    15094|PHILLIPS 66 NAT GAS CO                  |           3|N  |     1987|        1|         |         |        2|         |         |        3|         |         |        4|         |         |        5|         |     2671|        6|         |     2494|        7|         |      187|        8|         |      102|        9|         |      197|       10|         |       91|       11|         |       99|       12|         |       97     
       139|       732|      |GOODWELL TWN                  | 1     |     2128|          0|T E L OIL & GAS CORPORATION             |CM|       35|02N|13E|  |SE|SE|NW|36.596486|-101.6285|       139|       34347|         0|        0|      182|459PRMN |PERMIAN             /LM/                |N  |GH             |I             |     3337|WESTERN GAS INTERSTATE COMPANY          |           0|N  |     1987|        1|         |         |        2|         |         |        3|         |         |        4|         |         |        5|         |     7687|        6|         |     9305|        7|         |     4466|        8|         |      257|        9|         |         |       10|         |         |       11|         |         |       12|         |     2633     
       139|       734|      |OLIVER                        | 0     |     2128|          0|T E L OIL & GAS CORPORATION             |CM|        3|02N|14E|  |  |  |UN|36.668149|-101.5372|       139|       15884|         0|        0|      182|459PRMN |PERMIAN             /LM/                |N  |GH             |I             |     3337|WESTERN GAS INTERSTATE COMPANY          |           0|N  |     1987|        1|         |         |        2|         |         |        3|         |         |        4|         |         |        5|         |    13579|        6|         |    12374|        7|         |    14099|        8|         |    14234|        9|         |     8709|       10|         |    14343|       11|         |    12307|       12|         |    12757     
       139|       735|      |MCCORMICK-STATE               | 1     |    21335|          0|DORCHESTER MINERALS OPERATING  LP       |CM|        4|02N|14E|  |SW|SW|NE|36.669048|-101.5541|       139|        3098|         0|        0|      182|459PRMN |PERMIAN             /LM/                |N  |GH             |I             |      413|SOUTHERN STAR CENTRAL GAS PIPELINE INC. |           0|N  |     1987|        1|         |         |        2|         |         |        3|         |         |        4|         |         |        5|         |     4861|        6|         |     3163|        7|         |     4427|        8|         |     4501|        9|         |     5431|       10|         |     6922|       11|         |         |       12|         |     4504     
       139|       736|      |BUCK M.B.                     | 1     |     1701|          0|CONOCOPHILLIPS CO                       |CM|        5|02N|14E|  |SW|SW|NE|36.669039|-101.5721|       139|       20103|         0|        0|      182|459PRMN |PERMIAN             /LM/                |N  |GH             |I             |      413|SOUTHERN STAR CENTRAL GAS PIPELINE INC. |           0|N  |     1987|        1|         |         |        2|         |         |        3|         |         |        4|         |         |        5|         |     7644|        6|         |     6649|        7|         |     7419|        8|         |     4615|        9|         |     9478|       10|         |     5451|       11|         |     7811|       12|         |     7839     
       139|       737|      |JOHNSTON, J.  "B"             | 1     |     1701|          0|CONOCOPHILLIPS CO                       |CM|        7|02N|14E|  |NE|NE|SW|36.652712|-101.5924|       139|       20135|         0|        0|      182|459PRMN |PERMIAN             /LM/                |N  |GH             |I             |      413|SOUTHERN STAR CENTRAL GAS PIPELINE INC. |           0|N  |     1987|        1|         |         |        2|         |         |        3|         |         |        4|         |         |        5|         |     4725|        6|         |     4820|        7|         |     3298|        8|         |       41|        9|         |      821|       10|         |      647|       11|         |      831|       12|         |     1090     
       139|       739|      |MYERS, J.R.                   | 1     |     1701|          0|CONOCOPHILLIPS CO                       |CM|        8|02N|14E|  |NE|NE|SW|36.652724|-101.5744|       139|       20152|         0|        0|      182|459PRMN |PERMIAN             /LM/                |N  |GH             |I             |      413|SOUTHERN STAR CENTRAL GAS PIPELINE INC. |           0|N  |     1987|        1|         |         |        2|         |         |        3|         |         |        4|         |         |        5|         |     3501|        6|         |     2856|        7|         |     3268|        8|         |     2126|        9|         |     4229|       10|         |     5058|       11|         |     3545|       12|         |     3599     
       139|       740|      |CAMP, A.M.                    | 1     |     1701|          0|CONOCOPHILLIPS CO                       |CM|        9|02N|14E|  |NE|NE|SW|36.652734|-101.5564|       139|       20104|         0|        0|      182|459PRMN |PERMIAN             /LM/                |N  |GH             |I             |      413|SOUTHERN STAR CENTRAL GAS PIPELINE INC. |           0|N  |     1987|        1|         |         |        2|         |         |        3|         |         |        4|         |         |        5|         |     1784|        6|         |     1894|        7|         |      650|        8|         |      408|        9|         |      381|       10|         |     5453|       11|         |      384|       12|         |      417     
       139|       741|      |LOHMANN, C.H.                 | 1     |     1701|          0|CONOCOPHILLIPS CO                       |CM|       10|02N|14E|  |NW|NW|SE|36.652741|-101.5361|       139|       20139|         0|        0|      182|459PRMN |PERMIAN             /LM/                |N  |GH             |I             |      413|SOUTHERN STAR CENTRAL GAS PIPELINE INC. |           0|N  |     1987|        1|         |         |        2|         |         |        3|         |         |        4|         |         |        5|         |      135|        6|         |      958|        7|         |      789|        8|         |      543|        9|         |     1313|       10|         |      993|       11|         |      984|       12|         |      526     
       139|       742|      |UNGLES, T.G.                  | 1     |     1701|          0|CONOCOPHILLIPS CO                       |CM|       11|02N|14E|  |NE|NE|SW|36.652745|-101.5203|       139|       20179|         0|        0|      182|459PRMN |PERMIAN             /LM/                |N  |GH             |I             |      413|SOUTHERN STAR CENTRAL GAS PIPELINE INC. |           0|N  |     1987|        1|         |         |        2|         |         |        3|         |         |        4|         |         |        5|         |      287|        6|         |     1162|        7|         |     2729|        8|         |      407|        9|         |     2699|       10|         |     2072|       11|         |     1222|       12|         |      630     
       139|       743|      |OLSON "B"   UNIT              | 1     |    20942|          0|FOUR STAR OIL & GAS CO                  |CM|       13|02N|14E|  |  |  |NW|36.642776|-101.5057|       139|       19563|         0|        0|      182|459PRMN |PERMIAN             /LM/                |N  |GH             |I             |      413|SOUTHERN STAR CENTRAL GAS PIPELINE INC. |           0|N  |     1987|        1|         |         |        2|         |         |        3|         |         |        4|         |         |        5|         |     2198|        6|         |     2649|        7|         |         |        8|         |         |        9|         |         |       10|         |         |       11|         |         |       12|         |              
       139|       743|      |OLSON "B"   UNIT              | 1     |    20942|          0|FOUR STAR OIL & GAS CO                  |CM|       13|02N|14E|  |  |  |NW|36.642776|-101.5057|       139|       19563|         0|        0|      182|459PRMN |PERMIAN             /LM/                |N  |GH             |I             |     2153|TEXACO, INC.                            |           0|N  |     1987|        1|         |         |        2|         |         |        3|         |         |        4|         |         |        5|         |         |        6|         |         |        7|         |     2715|        8|         |     2715|        9|         |     3655|       10|         |     2877|       11|         |     1953|       12|         |     3785     
       139|       744|      |LEON ALLEN UT.                | 1     |    20942|          0|FOUR STAR OIL & GAS CO                  |CM|       14|02N|14E|SW|NE|NE|SW| 36.63779|-101.5209|       139|       19562|         0|        0|      182|459PRMN |PERMIAN             /LM/                |N  |GH             |I             |      413|SOUTHERN STAR CENTRAL GAS PIPELINE INC. |           0|N  |     1987|        1|         |         |        2|         |         |        3|         |         |        4|         |         |        5|         |      582|        6|         |      764|        7|         |         |        8|         |         |        9|         |         |       10|         |         |       11|         |         |       12|         |              
       139|       744|      |LEON ALLEN UT.                | 1     |    20942|          0|FOUR STAR OIL & GAS CO                  |CM|       14|02N|14E|SW|NE|NE|SW| 36.63779|-101.5209|       139|       19562|         0|        0|      182|459PRMN |PERMIAN             /LM/                |N  |GH             |I             |     2153|TEXACO, INC.                            |           0|N  |     1987|        1|         |         |        2|         |         |        3|         |         |        4|         |         |        5|         |         |        6|         |         |        7|         |     1084|        8|         |     1084|        9|         |      903|       10|         |      857|       11|         |         |       12|         |      921     
       139|       745|      |LOHMANN                       | 1-B   |     1701|          0|CONOCOPHILLIPS CO                       |CM|       15|02N|14E|  |SW|SW|NE|36.640052|-101.5361|       139|       20140|         0|        0|      182|459PRMN |PERMIAN             /LM/                |N  |GH             |I             |      413|SOUTHERN STAR CENTRAL GAS PIPELINE INC. |           0|N  |     1987|        1|         |         |        2|         |         |        3|         |         |        4|         |         |        5|         |       73|        6|         |      483|        7|         |      510|        8|         |      287|        9|         |     1153|       10|         |      957|       11|         |      698|       12|         |      448     
       139|       746|      |HALL, R.D.                    | 1     |     1701|          0|CONOCOPHILLIPS CO                       |CM|       16|02N|14E|  |SE|SE|NW|36.640045|-101.5564|       139|       20124|         0|        0|      182|459PRMN |PERMIAN             /LM/                |N  |GH             |I             |      413|SOUTHERN STAR CENTRAL GAS PIPELINE INC. |           0|N  |     1987|        1|         |         |        2|         |         |        3|         |         |        4|         |         |        5|         |     2079|        6|         |     2251|        7|         |     2822|        8|         |     1526|        9|         |     2888|       10|         |     3226|       11|         |     2359|       12|         |     1892     
       139|       747|      |FOULDS, C.F.                  | 1     |     1701|          0|CONOCOPHILLIPS CO                       |CM|       17|02N|14E|  |NE|NE|SW|36.638223|-101.5744|       139|       20122|         0|        0|      182|459PRMN |PERMIAN             /LM/                |N  |GH             |I             |      413|SOUTHERN STAR CENTRAL GAS PIPELINE INC. |           0|N  |     1987|        1|         |         |        2|         |         |        3|         |         |        4|         |         |        5|         |     1960|        6|         |     1749|        7|         |     2169|        8|         |     1135|        9|         |     2132|       10|         |     2231|       11|         |     1829|       12|         |     1895     
       139|       748|      |JONES J.                      | 1     |     1701|          0|CONOCOPHILLIPS CO                       |CM|       19|02N|14E|  |SW|SW|NE|36.625522|-101.5902|       139|       20136|         0|        0|      182|459PRMN |PERMIAN             /LM/                |N  |GH             |I             |      413|SOUTHERN STAR CENTRAL GAS PIPELINE INC. |           0|N  |     1987|        1|         |         |        2|         |         |        3|         |         |        4|         |         |        5|         |      167|        6|         |      320|        7|         |      122|        8|         |       26|        9|         |      441|       10|         |      358|       11|         |     2255|       12|         |     1707     
       139|       749|      |SID BOSTON                    | 1     |     1701|          0|CONOCOPHILLIPS CO                       |CM|       20|02N|14E|  |SE|SE|NW|36.625534|-101.5744|       139|       20102|         0|        0|      182|459PRMN |PERMIAN             /LM/                |N  |GH             |I             |      413|SOUTHERN STAR CENTRAL GAS PIPELINE INC. |           0|N  |     1987|        1|         |         |        2|         |         |        3|         |         |        4|         |         |        5|         |     3452|        6|         |     3673|        7|         |     2712|        8|         |      441|        9|         |     1115|       10|         |     5457|       11|         |     4129|       12|         |     3266     
       139|       750|      |DARDEN, J.B.                  | 1     |     1701|          0|CONOCOPHILLIPS CO                       |CM|       21|02N|14E|  |SE|SE|NW|36.625544|-101.5564|       139|       20110|         0|        0|      182|459PRMN |PERMIAN             /LM/                |N  |GH             |I             |      413|SOUTHERN STAR CENTRAL GAS PIPELINE INC. |           0|N  |     1987|        1|         |         |        2|         |         |        3|         |         |        4|         |         |        5|         |     3872|        6|         |     3840|        7|         |     4119|        8|         |     2052|        9|         |      698|       10|         |      316|       11|         |     2755|       12|         |     2286     
       139|       751|      |BROWN-SAFRANKO                | 1     |    20942|          0|FOUR STAR OIL & GAS CO                  |CM|       22|02N|14E|NW|NW|NW|SE|36.624191|-101.5367|       139|        3174|         0|        0|      182|459PRMN |PERMIAN             /LM/                |N  |GH             |I             |      413|SOUTHERN STAR CENTRAL GAS PIPELINE INC. |           0|N  |     1987|        1|         |         |        2|         |         |        3|         |         |        4|         |         |        5|         |     1211|        6|         |      828|        7|         |         |        8|         |         |        9|         |         |       10|         |         |       11|         |         |       12|         |              
       139|       751|      |BROWN-SAFRANKO                | 1     |    20942|          0|FOUR STAR OIL & GAS CO                  |CM|       22|02N|14E|NW|NW|NW|SE|36.624191|-101.5367|       139|        3174|         0|        0|      182|459PRMN |PERMIAN             /LM/                |N  |GH             |I             |     2153|TEXACO, INC.                            |           0|N  |     1987|        1|         |         |        2|         |         |        3|         |         |        4|         |         |        5|         |         |        6|         |         |        7|         |       34|        8|         |       34|        9|         |      836|       10|         |     1484|       11|         |         |       12|         |     1823     
       139|       752|      |A.D. LEWTER                   | 1     |    20942|          0|FOUR STAR OIL & GAS CO                  |CM|       23|02N|14E|NW|NW|NW|SE|36.624195|-101.5186|       139|       19608|         0|        0|         |000UNKN |UNKNOWN FORMATION                       |N  |UG             |I             |      413|SOUTHERN STAR CENTRAL GAS PIPELINE INC. |           0|N  |     1987|        1|         |         |        2|         |         |        3|         |         |        4|         |         |        5|         |      625|        6|         |      509|        7|         |         |        8|         |         |        9|         |         |       10|         |         |       11|         |         |       12|         |              
